URLSimilarityIndex,CharContinuationRate,LineOfCode,HasFavicon,Robots,HasDescription,HasSocialNet,HasHiddenFields,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef
100.0,1.0,3164.5,1,0,1,1,1,1,67.0,4,32.0,216,48
100.0,1.0,831.0,0,0,1,0,1,0,18.0,13,12.0,31,0
77.93744717,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2028.0,1,0,1,1,0,0,61.0,2,13.0,84,59
100.0,1.0,2793.0,0,0,1,1,1,1,17.0,9,17.0,146,27
44.32317073,0.472222222,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
49.67384615,1.0,63.0,0,0,1,0,0,0,1.0,2,1.0,1,2
100.0,0.7,847.0,0,1,0,1,1,1,9.0,4,6.0,44,19
100.0,1.0,537.0,0,0,1,0,0,1,6.0,0,2.0,8,7
100.0,1.0,1394.0,1,0,1,1,1,0,47.0,1,13.0,82,14
18.37574048,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,504.0,1,0,0,1,1,0,17.0,3,7.0,24,28
100.0,1.0,2752.0,0,0,1,1,1,1,72.5,3,26.0,63,21
100.0,1.0,597.0,0,1,1,1,0,0,38.0,4,18.0,69,9
66.72,0.80952381,271.0,1,0,0,0,1,0,19.0,3,9.0,1,4
100.0,1.0,2037.0,0,1,1,0,1,1,41.0,8,12.0,0,87
100.0,1.0,3164.5,1,0,0,1,1,1,52.0,20,37.5,188,45
22.33401033,0.833333333,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,0.625,3154.0,0,1,1,1,1,1,49.0,3,37.5,110,134
100.0,0.785714286,1012.0,1,1,1,0,0,1,30.0,11,11.0,46,12
100.0,1.0,404.0,0,0,1,1,0,0,10.0,1,0.0,0,35
75.32051282,0.875,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,894.0,0,1,0,1,1,1,60.0,20,23.0,105,126
100.0,0.705882353,852.0,0,1,1,1,1,1,25.0,19,29.0,176,141
19.99530075,0.545454545,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
77.08333333,1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,1
51.02040816,0.636363636,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
65.16724337,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,1.0,996.0,0,1,1,1,1,1,16.0,17,30.0,94,102
100.0,1.0,492.0,0,0,0,1,0,1,30.0,3,6.0,0,9
100.0,1.0,361.0,0,0,1,1,0,0,0.0,1,4.0,7,11
100.0,1.0,2386.0,1,0,1,1,1,1,29.0,5,25.0,55,36
27.625,0.5,131.0,1,0,0,0,1,0,2.0,4,11.0,1,0
100.0,1.0,1385.0,0,1,1,1,1,1,59.0,3,3.0,113,115
81.04575163,0.583333333,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
51.89035917,1.0,14.0,0,0,0,0,0,0,0.0,0,1.0,0,1
15.42660155,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1073.0,1,1,1,1,1,1,72.5,10,15.0,109,120
82.89119569,0.692307692,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
75.32051282,1.0,14.0,0,0,1,0,0,0,0.0,0,2.0,0,0
100.0,1.0,1616.0,0,0,0,1,0,0,12.0,3,7.0,23,2
100.0,0.666666667,2256.0,1,0,0,1,0,1,38.0,4,2.0,95,17
58.28775268,0.44,46.0,1,0,0,0,0,0,0.0,1,2.0,5,9
16.97191697,0.636363636,2.0,1,0,0,0,0,0,1.0,0,0.0,1,1
56.67051134,0.461538462,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,394.0,1,0,1,0,1,1,19.0,3,4.0,30,9
100.0,1.0,1459.0,0,0,1,1,0,1,22.0,9,34.0,65,8
100.0,1.0,3164.5,1,0,1,1,1,0,2.0,20,19.0,90,38
35.70155663,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,0,0,1,1,1,1,40.0,8,16.0,20,58
100.0,1.0,3164.5,1,0,0,1,1,1,71.0,3,10.0,220,46
4.451547716,0.363636364,474.0,0,0,0,0,1,1,10.0,2,1.0,0,0
65.56473829,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,586.0,0,1,1,0,1,1,10.0,4,8.0,48,35
58.77777778,0.454545455,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,2102.0,0,1,1,1,1,1,43.0,20,37.5,150,141
26.34420058,0.352941176,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,623.0,0,1,1,1,0,1,8.0,11,24.0,95,122
100.0,1.0,2314.0,1,0,1,1,0,1,68.0,7,23.0,150,62
59.36920223,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1991.0,1,0,1,1,1,1,28.0,7,17.0,63,32
100.0,1.0,3164.5,1,0,1,1,1,1,68.0,4,11.0,160,14
32.03561189,0.590909091,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
46.36678201,0.583333333,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
58.06094183,0.785714286,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,897.0,1,1,1,1,0,1,49.0,14,24.0,104,86
76.2962963,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,241.0,0,1,0,1,0,1,7.0,10,15.0,35,39
100.0,1.0,617.0,1,0,1,1,0,1,8.0,9,9.0,40,47
28.25772518,0.527777778,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
100.0,1.0,1516.0,0,0,0,1,0,1,72.5,8,2.0,128,129
100.0,1.0,433.0,1,0,1,1,0,1,19.0,1,4.0,14,16
100.0,0.5625,1410.0,1,1,1,1,0,1,40.0,17,37.5,128,135
24.45815536,0.285714286,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
66.69538462,0.80952381,273.0,1,0,0,0,1,1,19.0,3,9.0,1,4
100.0,0.5625,751.0,0,1,0,1,1,1,12.0,20,4.0,58,63
41.00188382,0.848484848,151.0,1,0,1,0,0,0,2.0,1,6.0,0,3
6.850345168,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2952.0,0,1,1,1,1,1,33.0,16,37.5,107,78
100.0,1.0,1563.0,1,1,1,1,1,1,47.0,1,6.0,117,118
100.0,1.0,943.0,0,1,1,1,1,1,67.0,11,17.0,197,141
100.0,1.0,1570.0,0,1,1,0,1,1,18.0,15,20.0,101,120
100.0,1.0,1695.0,1,1,1,1,1,1,72.5,20,32.0,220,141
32.12061295,0.769230769,59.0,0,0,1,0,0,1,2.0,2,1.0,0,3
12.87299405,0.916666667,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
34.22589256,0.611111111,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
48.47303444,0.428571429,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
23.92862532,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,456.0,1,0,1,1,1,1,18.0,20,24.0,39,18
30.9154519,0.21052631499999996,25.0,0,0,0,0,1,1,1.0,0,0.0,0,0
100.0,1.0,3164.5,1,0,0,1,0,1,26.0,3,12.0,220,141
56.38786765,0.538461538,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1915.0,1,0,1,1,1,1,40.0,7,19.0,125,24
100.0,1.0,3164.5,1,0,1,1,1,1,15.0,20,37.5,45,33
100.0,1.0,637.0,1,1,1,1,1,1,7.0,10,18.0,60,48
100.0,1.0,3164.5,1,1,1,1,0,1,72.5,20,9.0,220,141
100.0,1.0,782.0,1,1,0,0,0,0,17.0,5,12.0,123,125
43.70404412,0.75,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,435.0,0,0,1,0,1,1,13.0,1,3.0,45,47
100.0,0.75,1200.0,1,0,1,1,0,0,51.0,7,37.5,76,43
100.0,1.0,1390.0,1,0,0,0,0,1,10.0,4,15.0,46,51
32.57575758,0.823529412,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.7,1257.0,0,0,0,1,0,1,43.0,10,10.0,8,118
100.0,0.666666667,957.0,1,0,1,1,1,1,18.0,2,13.0,52,56
72.18973359,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
49.38560977,0.65625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,2162.0,0,0,1,1,1,1,29.0,3,16.0,108,10
20.44898691,0.5,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
57.49080882,0.666666667,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,1,1,1,0,1,53.0,11,13.0,75,127
100.0,1.0,1946.0,0,1,1,1,1,1,18.0,6,10.0,49,121
100.0,1.0,1669.0,0,1,1,1,0,1,32.0,2,13.0,64,18
100.0,1.0,385.0,0,1,0,1,1,1,8.0,14,22.0,58,64
100.0,1.0,1388.0,0,1,1,1,1,1,30.0,20,33.0,47,61
100.0,1.0,1468.0,1,0,1,1,0,1,37.0,4,15.0,143,35
100.0,1.0,758.0,0,1,1,0,1,1,61.0,10,17.0,122,141
100.0,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1618.0,0,1,0,1,1,1,72.5,16,20.0,201,141
100.0,1.0,775.0,0,1,0,0,1,0,15.0,15,19.0,60,62
78.91156463,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1306.0,0,0,0,1,0,1,3.0,10,25.0,116,8
38.79612451,1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,628.0,0,1,1,1,1,1,31.0,3,6.0,53,56
100.0,1.0,1451.0,1,0,1,1,1,1,51.0,5,8.0,186,36
100.0,1.0,1339.0,1,0,0,1,0,1,11.0,2,5.0,32,31
100.0,0.909090909,2620.0,0,0,1,1,1,1,72.5,4,19.0,162,13
63.61273554,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
76.77816225,1.0,216.0,0,0,0,0,0,1,2.0,3,9.0,0,3
88.78676471,1.0,91.0,0,0,0,0,0,0,4.0,1,0.0,11,7
100.0,0.666666667,3164.5,1,0,1,1,1,1,36.0,2,10.0,220,106
100.0,1.0,2074.0,0,1,1,1,1,1,26.0,20,37.5,157,141
100.0,1.0,658.0,0,1,1,1,1,1,10.0,15,20.0,51,55
24.74253814,0.545454545,2.0,0,0,0,0,0,0,0.0,1,1.0,1,0
100.0,0.75,483.0,0,1,1,1,1,1,3.0,7,6.0,2,47
67.63636364,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,0,0,1,1,1,1,16.0,4,15.0,59,34
55.6462585,0.7,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1767.0,1,0,1,0,1,1,59.0,4,9.0,157,141
100.0,1.0,3164.5,1,0,1,1,1,1,72.5,5,7.0,220,141
100.0,1.0,478.0,0,0,1,0,0,0,27.0,8,7.0,0,9
11.20437382,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2662.0,1,0,1,1,1,1,23.0,14,21.0,50,20
100.0,1.0,3164.5,0,0,1,0,1,1,18.0,4,21.0,107,47
100.0,1.0,424.0,0,0,0,1,0,1,21.0,9,11.0,36,41
66.69538462,0.80952381,276.0,1,0,0,0,1,0,19.0,3,9.0,1,4
32.12061295,0.769230769,38.0,0,0,0,0,0,0,0.0,2,0.0,0,0
59.18769231,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
11.6411172,0.5,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1520.0,1,1,1,1,1,1,72.5,4,7.0,7,29
10.75835522,0.21052631499999996,45.0,0,0,0,0,1,0,0.0,0,1.0,0,1
29.12330905,0.75,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,1.0,741.0,1,0,1,1,1,1,24.0,2,13.0,169,141
78.81741391,0.8,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,367.0,1,0,1,0,0,1,26.0,3,7.0,3,3
21.88908485,0.5,314.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,0.625,3164.5,1,1,1,1,1,1,72.5,15,21.0,220,141
100.0,1.0,1071.0,1,1,0,0,1,1,34.0,9,15.0,2,112
78.54545455,1.0,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.6,773.0,0,1,1,0,0,1,1.0,11,18.0,44,45
30.98658078,0.55,95.0,0,1,0,0,0,0,0.0,2,0.0,2,1
100.0,0.583333333,402.0,0,0,1,0,0,1,7.0,5,5.0,8,34
100.0,1.0,1440.0,1,0,1,1,1,1,11.0,3,23.0,49,12
100.0,1.0,523.0,0,0,0,1,1,1,8.0,20,26.0,29,26
100.0,0.909090909,1362.0,0,1,1,1,0,1,52.0,8,8.0,133,141
100.0,1.0,548.0,1,1,1,1,0,1,34.0,8,12.0,80,81
100.0,1.0,798.0,1,1,1,1,1,1,18.0,20,33.0,82,92
31.41057724,0.769230769,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
70.12687428,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
83.47107438,1.0,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.666666667,1553.0,0,1,1,1,0,1,38.0,20,16.0,48,56
7.746153221,0.21052631499999996,4.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,3164.5,0,0,1,1,1,1,10.0,11,11.0,220,2
100.0,1.0,549.0,1,1,0,0,1,1,44.0,9,12.0,27,40
23.95477007,0.297297297,674.0,0,1,0,0,1,0,0.0,0,3.0,0,2
100.0,0.625,561.0,0,0,0,1,0,1,38.0,11,29.0,36,38
100.0,1.0,1090.0,0,1,1,1,1,1,53.0,14,28.0,133,48
60.76892588,0.56,4.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,595.0,0,1,0,1,1,1,15.0,12,17.0,95,102
100.0,1.0,3164.5,1,0,0,0,1,1,72.5,20,3.0,0,141
100.0,1.0,3164.5,0,1,0,0,1,1,43.0,7,18.0,52,55
12.69587473,0.466666667,911.0,1,1,0,0,1,1,0.0,0,12.0,0,1
100.0,0.785714286,1413.0,1,1,1,0,1,1,39.0,8,19.0,220,141
100.0,1.0,917.0,0,1,1,1,1,1,34.0,12,13.0,16,68
100.0,1.0,1346.0,0,0,1,1,1,1,1.0,2,9.0,144,67
100.0,1.0,531.0,0,0,1,1,1,0,29.0,1,24.0,5,14
83.74655647,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,866.0,0,0,1,1,1,1,22.0,3,10.0,112,18
100.0,1.0,2948.0,1,0,1,0,0,1,19.0,1,3.0,84,5
49.38423645,0.75,129.0,0,1,0,0,0,0,1.0,0,1.0,3,0
100.0,1.0,376.0,0,0,0,0,1,0,12.0,15,14.0,38,43
100.0,1.0,3164.5,0,0,1,1,1,0,46.0,3,26.0,54,5
100.0,1.0,1141.0,1,0,1,1,1,1,57.0,2,7.0,114,141
100.0,1.0,3164.5,0,0,1,1,1,1,15.0,0,0.0,109,130
100.0,1.0,430.0,0,1,1,1,0,1,11.0,10,6.0,99,133
100.0,1.0,936.0,1,0,1,1,0,0,6.0,1,1.0,0,35
100.0,1.0,992.0,1,0,1,1,1,1,50.0,11,23.0,52,59
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,3,6.0,220,122
100.0,1.0,3164.5,1,0,1,1,1,1,17.0,9,19.0,183,24
100.0,1.0,477.0,1,0,1,1,1,1,12.0,20,17.0,86,13
60.29411765,0.583333333,190.0,0,0,0,0,1,0,0.0,2,2.0,0,1
50.69009265,0.64516129,17.0,0,0,0,0,0,0,0.0,0,0.0,0,2
100.0,1.0,424.0,1,0,1,1,0,1,21.0,3,6.0,45,16
68.79595588,1.0,4.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,471.0,1,0,1,1,0,1,45.0,3,1.0,47,8
100.0,1.0,533.0,0,1,0,0,0,1,1.0,6,8.0,65,70
100.0,1.0,1078.0,1,0,1,1,0,0,29.0,4,11.0,11,10
60.0,0.636363636,25.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,473.0,1,0,1,0,0,0,3.0,2,3.0,5,5
77.582846,0.571428571,25.0,1,0,0,0,0,0,0.0,1,0.0,2,2
100.0,1.0,857.0,1,0,1,1,1,1,41.0,1,6.0,69,43
61.53346329,1.0,8.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,0.625,1591.0,1,0,0,1,1,1,17.0,3,1.0,143,9
100.0,1.0,1366.0,1,1,1,1,0,0,51.0,10,14.0,95,105
100.0,1.0,3164.5,1,0,1,1,1,0,50.0,11,22.0,220,125
100.0,1.0,170.0,0,0,1,0,0,1,1.0,5,6.0,15,6
51.22580645,0.769230769,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
41.66314252,0.303030303,59.0,1,0,1,0,0,0,2.0,0,3.0,1,0
100.0,1.0,3164.5,0,0,1,1,1,1,37.0,20,37.5,196,107
37.31138546,0.588235294,371.0,1,0,1,0,1,1,8.0,2,6.0,3,3
100.0,0.833333333,1054.0,1,0,1,1,1,1,39.0,1,12.0,104,29
46.35285663,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,0.666666667,1056.0,1,0,1,1,1,1,46.0,7,17.0,117,125
100.0,1.0,1253.0,1,0,0,1,1,1,7.0,0,7.0,40,50
23.70151216,0.8,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1879.0,0,0,0,0,1,1,4.0,3,14.0,178,141
100.0,0.647058824,742.0,0,0,0,1,1,1,9.0,5,16.0,151,9
60.73573574,0.65625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
55.66666667,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
54.78991597,0.633333333,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,0.75,3164.5,1,1,1,1,1,1,72.5,20,37.5,91,17
100.0,1.0,2275.0,1,0,1,1,0,1,4.0,2,1.0,32,33
9.540761837,0.636363636,10.0,1,0,0,0,0,1,1.0,1,2.0,2,2
100.0,0.777777778,2310.0,1,0,1,0,1,1,3.0,3,7.0,8,9
100.0,1.0,743.0,1,0,1,1,0,1,11.0,6,8.0,52,12
100.0,1.0,1262.0,0,1,1,1,1,1,25.0,17,20.0,200,141
17.33620226,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,1254.0,0,0,0,0,1,1,3.0,0,0.0,5,79
100.0,1.0,1831.0,1,0,0,1,1,1,34.0,20,37.5,157,48
100.0,1.0,512.0,1,0,1,0,0,0,57.0,0,9.0,92,96
100.0,1.0,2815.0,1,0,1,1,0,1,39.0,2,21.0,220,11
79.8597414,0.590909091,30.0,0,0,0,0,0,0,1.0,2,0.0,2,0
100.0,1.0,1991.0,1,1,0,1,0,1,42.0,8,17.0,185,141
27.39787485,0.903225806,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
34.91119232,0.647058824,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,889.0,0,0,0,0,0,1,6.0,9,14.0,126,134
49.57764782,0.642857143,66.0,0,0,1,0,1,0,0.0,2,2.0,2,0
100.0,1.0,2010.0,1,1,1,1,0,1,12.0,12,6.0,26,43
57.44802867,0.888888889,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.714285714,407.0,1,0,1,1,1,1,19.0,1,1.0,32,36
100.0,1.0,3164.5,1,0,1,1,1,1,40.0,5,24.0,182,87
100.0,1.0,3164.5,0,0,1,1,1,1,72.5,7,28.0,111,20
34.67684659,0.727272727,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.4,1490.0,1,0,1,1,0,1,72.5,5,7.0,174,34
100.0,1.0,3148.0,1,0,1,1,0,1,33.0,10,19.0,220,19
100.0,0.769230769,3066.0,1,1,1,1,0,1,9.0,17,21.0,220,141
100.0,1.0,832.0,1,0,1,1,0,0,23.0,0,13.0,4,4
48.08021039,0.6,2.0,0,1,0,0,0,1,1.0,1,1.0,1,1
29.83166418,0.529411765,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,2989.0,1,1,0,1,1,1,53.0,7,8.0,30,19
100.0,1.0,1115.0,1,0,1,1,1,0,49.0,14,26.0,62,65
28.81627605,0.244444444,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2959.0,1,0,1,0,1,1,1.0,20,19.0,46,20
100.0,0.666666667,328.0,0,0,0,1,0,1,0.0,5,1.0,0,6
100.0,0.818181818,3164.5,1,0,0,0,0,1,14.0,3,13.0,220,141
28.39740547,0.4375,95.0,0,1,0,0,0,0,0.0,2,0.0,2,1
100.0,1.0,933.0,0,0,1,0,1,1,70.0,4,13.0,128,63
9.814127422,0.279411765,4.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1375.0,0,1,0,1,1,1,19.0,20,37.5,137,122
62.40808824,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,948.0,1,1,1,1,1,1,19.0,12,20.0,57,71
100.0,0.583333333,1162.0,0,1,1,0,0,0,65.0,17,16.0,24,83
100.0,1.0,2300.0,1,0,1,1,0,0,45.0,3,15.0,69,16
100.0,1.0,274.0,0,0,1,1,0,1,6.0,5,6.0,18,19
36.58088235,0.769230769,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
30.42682927,0.333333333,43.0,0,1,0,0,0,0,0.0,0,4.0,0,0
55.69047619,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
38.47007531,0.68,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,466.0,1,0,1,0,0,1,11.0,6,7.0,35,6
100.0,0.75,939.0,1,0,0,1,1,0,15.0,20,29.0,53,36
41.60297864,0.869565217,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,2411.0,0,0,0,1,1,0,17.0,7,9.0,188,49
73.09090909,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
32.83038502,0.296296296,11.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,1254.0,1,0,1,1,0,0,15.0,2,10.0,28,21
28.58464385,0.617647059,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
74.33712121,0.357142857,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,239.0,1,0,1,0,0,0,8.0,2,6.0,1,10
100.0,1.0,3164.5,1,0,1,1,0,1,48.0,18,20.0,106,40
100.0,1.0,1109.0,0,0,1,1,0,1,13.0,2,1.0,1,87
25.9582013,0.65,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.611111111,1836.0,1,1,0,1,1,0,22.0,8,9.0,104,110
71.64929932,0.764705882,173.0,0,0,0,0,1,0,19.0,3,9.0,2,3
52.78738947,0.428571429,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
45.46031746,0.612903226,700.0,1,0,0,1,0,1,1.0,3,3.0,8,21
100.0,1.0,3164.5,1,0,0,1,1,1,72.5,7,30.0,220,141
68.72727273,1.0,63.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1720.0,1,0,1,1,1,1,14.0,12,32.0,58,9
100.0,0.6,862.0,0,1,1,0,0,1,29.0,5,10.0,62,66
100.0,1.0,527.0,1,1,1,1,0,0,15.0,2,5.0,16,19
100.0,1.0,1104.0,0,0,1,1,1,1,12.0,12,15.0,60,94
100.0,1.0,270.0,0,0,1,0,1,1,1.0,4,9.0,0,1
32.20063289,1.0,10.0,0,0,0,0,0,0,0.0,0,0.0,0,0
47.47952111,0.444444444,36.0,0,0,0,0,0,0,0.0,0,2.0,0,1
46.78571429,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.625,1544.0,0,0,0,0,0,1,53.0,20,30.0,124,57
100.0,1.0,871.0,1,0,1,1,0,1,13.0,1,9.0,61,25
100.0,1.0,1424.0,1,1,1,1,1,1,72.5,2,7.0,128,92
100.0,0.842105263,821.0,1,0,0,1,1,0,35.0,8,12.0,90,32
100.0,1.0,220.0,0,0,0,1,0,1,7.0,4,4.0,1,10
46.44901145,0.666666667,230.0,0,0,0,0,0,1,4.0,3,11.0,0,32
100.0,1.0,1586.0,1,0,1,1,0,1,34.0,7,8.0,220,8
14.83589138,0.666666667,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
62.0498615,0.714285714,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1056.0,1,0,0,1,1,1,39.0,4,27.0,146,11
73.22222222,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,234.0,1,0,0,1,0,0,8.0,4,17.0,7,16
100.0,1.0,3164.5,1,1,1,1,0,1,62.0,14,37.5,194,141
100.0,1.0,597.0,1,1,1,0,0,1,12.0,0,3.0,6,8
100.0,1.0,1155.0,0,0,0,1,0,1,14.0,8,15.0,160,41
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,2,16.0,74,19
61.76470588,0.538461538,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
89.45454545,0.714285714,29.0,0,0,0,0,0,0,1.0,0,0.0,0,0
100.0,0.5,852.0,1,1,1,1,1,1,56.0,6,15.0,171,78
39.1713582,0.458333333,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
67.53246753,0.647058824,69.0,0,0,0,0,0,0,3.0,1,5.0,4,2
100.0,0.6,524.0,0,0,0,1,1,1,10.0,20,37.5,54,18
100.0,0.714285714,751.0,0,0,1,1,0,1,25.0,10,18.0,0,20
100.0,1.0,252.0,1,0,1,1,0,1,12.0,1,2.0,13,20
32.0945122,0.318181818,120.0,1,0,1,0,0,1,0.0,2,0.0,0,1
69.44444444,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1264.0,1,1,0,1,1,1,10.0,2,6.0,109,28
28.93002162,0.305555556,90.0,0,1,0,0,1,0,0.0,2,0.0,2,2
73.45454545,1.0,2.0,0,0,0,0,0,0,1.0,0,0.0,0,1
31.2231026,0.404761905,48.0,0,0,0,0,0,0,0.0,0,0.0,0,0
22.8978979,0.347826087,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
59.77777778,1.0,41.0,0,0,0,0,0,0,1.0,1,1.0,0,1
80.0,1.0,27.0,0,0,1,0,0,0,0.0,0,4.0,0,0
77.88461538,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1780.0,1,0,1,1,1,1,72.5,8,30.0,73,70
14.8468209,0.52173913,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
51.19485294,0.75,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,20,37.5,100,112
100.0,0.555555556,377.0,1,0,0,1,0,1,36.0,7,13.0,80,7
10.30095718,0.21052631499999996,44.0,0,0,0,1,0,1,2.0,2,8.0,3,3
69.0,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1783.0,1,1,1,1,0,1,26.0,13,19.0,14,39
100.0,0.785714286,1053.0,0,0,0,1,0,0,9.0,5,12.0,1,43
100.0,1.0,660.0,0,0,1,1,0,1,1.0,3,9.0,21,10
